,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
18010,46.0,,148489.0,HS-grad,9,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,Philippines,<=50K
18011,44.0,Local-gov,387770.0,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,15.0,United-States,<=50K
18012,42.0,Private,115511.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
18013,39.0,Private,201410.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45.0,Philippines,>50K
18014,36.0,Private,220585.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
18015,60.0,Self-emp-not-inc,282066.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45.0,United-States,>50K
18016,37.0,Private,280966.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50.0,United-States,>50K
18017,26.0,Private,291586.0,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20.0,United-States,<=50K
18018,24.0,Private,142227.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
18019,17.0,,104025.0,11th,7,Never-married,,Own-child,White,Male,0,0,18.0,United-States,<=50K
18020,45.0,Local-gov,148254.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
18021,54.0,Private,170562.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48.0,United-States,>50K
18022,22.0,Private,222490.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30.0,United-States,<=50K
18023,63.0,Local-gov,57674.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48.0,United-States,<=50K
18024,22.0,Private,233624.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43.0,United-States,<=50K
18025,27.0,Private,42734.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25.0,United-States,<=50K
18026,33.0,Private,233107.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33.0,Mexico,<=50K
18027,64.0,Private,143110.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
18028,50.0,Private,195844.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
18029,44.0,Self-emp-not-inc,115896.0,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18030,31.0,Private,303851.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
18031,44.0,Private,172475.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,Vietnam,<=50K
18032,53.0,Self-emp-not-inc,30008.0,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35.0,United-States,<=50K
18033,33.0,Local-gov,147921.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18034,34.0,Federal-gov,172716.0,12th,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40.0,United-States,<=50K
18036,43.0,,152569.0,Assoc-voc,11,Widowed,,Not-in-family,White,Female,0,2339,36.0,United-States,<=50K
18037,78.0,Self-emp-not-inc,132728.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
18038,31.0,Private,195136.0,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,32.0,United-States,<=50K
18039,40.0,Private,377322.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40.0,United-States,>50K
18040,53.0,Local-gov,293941.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
18041,58.0,Private,182123.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44.0,United-States,<=50K
18042,38.0,Private,32528.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18043,33.0,Private,140206.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
18044,48.0,Local-gov,378221.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,Mexico,>50K
18045,23.0,Private,211601.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40.0,United-States,<=50K
18046,31.0,Self-emp-not-inc,119411.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50.0,United-States,<=50K
18048,24.0,Private,95552.0,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40.0,United-States,<=50K
18049,45.0,Self-emp-not-inc,183710.0,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
18050,36.0,Private,189382.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
18051,52.0,Private,380633.0,5th-6th,3,Widowed,Other-service,Unmarried,White,Female,0,0,40.0,Mexico,<=50K
18052,54.0,Private,53407.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18053,39.0,Private,150480.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
18054,40.0,Private,175674.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
18055,28.0,Private,375313.0,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,50.0,United-States,<=50K
18056,21.0,,278391.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,16.0,United-States,<=50K
18057,23.0,Private,212888.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18058,36.0,Self-emp-inc,448337.0,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40.0,United-States,<=50K
18059,22.0,Private,174461.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15.0,United-States,<=50K
18060,55.0,Local-gov,133201.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
18061,71.0,Private,77253.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17.0,United-States,<=50K
18062,47.0,Private,141511.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
18064,31.0,Private,127610.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50.0,United-States,>50K
18065,32.0,Private,154571.0,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40.0,,<=50K
18066,46.0,Private,33842.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40.0,United-States,>50K
18067,27.0,Private,150080.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
18068,39.0,Federal-gov,30916.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50.0,United-States,>50K
18069,40.0,Private,151294.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48.0,United-States,<=50K
18070,30.0,Private,48829.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1602,30.0,United-States,<=50K
18071,17.0,Private,193769.0,9th,5,Never-married,Other-service,Unmarried,White,Male,0,0,20.0,United-States,<=50K
18072,33.0,Private,277455.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18073,72.0,Private,225780.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
18074,34.0,Federal-gov,436341.0,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
18075,65.0,Private,255386.0,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40.0,Cambodia,<=50K
18076,36.0,Private,174938.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50.0,United-States,>50K
18077,32.0,Private,174789.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40.0,United-States,<=50K
18078,26.0,Private,245628.0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40.0,Mexico,<=50K
18079,22.0,Private,228752.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18080,47.0,Private,354148.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,48.0,United-States,>50K
18081,31.0,Private,192900.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18082,28.0,Self-emp-not-inc,190391.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
18083,38.0,Private,353263.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50.0,Italy,>50K
18084,34.0,Private,113198.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,28.0,United-States,<=50K
18085,44.0,Private,207578.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,>50K
18086,27.0,Private,93206.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40.0,United-States,<=50K
18087,50.0,Local-gov,163998.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44.0,United-States,>50K
18088,47.0,Private,111961.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30.0,United-States,<=50K
18089,20.0,Private,219122.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18090,24.0,Private,111445.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38.0,United-States,<=50K
18091,29.0,Federal-gov,309778.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
18092,37.0,Local-gov,223020.0,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32.0,United-States,<=50K
18093,42.0,Private,303155.0,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18094,20.0,,41035.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,20.0,United-States,<=50K
18095,68.0,Private,159191.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18096,22.0,Local-gov,244408.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,Vietnam,<=50K
18097,72.0,Self-emp-not-inc,448337.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30.0,United-States,<=50K
18098,45.0,Federal-gov,71823.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20.0,United-States,<=50K
18099,30.0,Local-gov,83066.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40.0,United-States,<=50K
18100,33.0,Private,150154.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18101,43.0,Private,190786.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,>50K
18102,56.0,Private,178033.0,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,4416,0,60.0,United-States,<=50K
18103,25.0,Self-emp-not-inc,159909.0,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
18104,41.0,Private,190885.0,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40.0,Guatemala,<=50K
18105,25.0,Private,243786.0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
18106,31.0,State-gov,124020.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
18107,36.0,Private,159016.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38.0,United-States,<=50K
18108,37.0,Private,183800.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18109,58.0,Self-emp-not-inc,193434.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20.0,United-States,<=50K
18110,26.0,Private,245029.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
18111,55.0,Private,98746.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50.0,Canada,>50K
18112,46.0,Federal-gov,140664.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48.0,United-States,>50K
18113,44.0,Private,344920.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,20.0,United-States,<=50K
18114,44.0,Private,169980.0,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60.0,United-States,<=50K
18115,28.0,State-gov,155397.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
18116,42.0,Private,245317.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
18117,41.0,Private,74182.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18118,39.0,Private,280570.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,<=50K
18119,64.0,Self-emp-not-inc,30664.0,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30.0,United-States,<=50K
18120,20.0,Private,109952.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25.0,United-States,<=50K
18121,45.0,Local-gov,192793.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
18122,31.0,Private,243442.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50.0,United-States,<=50K
18123,36.0,Federal-gov,106297.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
18124,32.0,Private,328060.0,9th,5,Separated,Other-service,Unmarried,Other,Female,0,0,40.0,Mexico,<=50K
18126,51.0,Self-emp-not-inc,111283.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35.0,United-States,>50K
18127,36.0,Private,448337.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40.0,United-States,<=50K
18128,40.0,Private,208470.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18129,44.0,Private,172032.0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,51.0,United-States,>50K
18130,40.0,Private,29927.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45.0,England,<=50K
18131,46.0,Private,98012.0,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18132,31.0,Self-emp-not-inc,108468.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
18133,30.0,Private,207301.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1980,40.0,United-States,<=50K
18134,26.0,Private,168403.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
18135,25.0,Private,66935.0,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,40.0,United-States,<=50K
18136,35.0,Self-emp-not-inc,42044.0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18137,29.0,Private,184806.0,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50.0,United-States,<=50K
18138,39.0,Private,448337.0,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18139,44.0,Self-emp-not-inc,445382.0,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,40.0,United-States,<=50K
18140,37.0,Private,278576.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60.0,United-States,>50K
18141,78.0,Self-emp-not-inc,84979.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,20.0,United-States,>50K
18142,36.0,Private,448337.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45.0,United-States,>50K
18143,44.0,Private,136986.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,>50K
18144,23.0,Private,278107.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1573,30.0,United-States,<=50K
18145,27.0,Private,96219.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
18146,46.0,Self-emp-not-inc,131091.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40.0,United-States,>50K
18147,58.0,Private,205410.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18148,36.0,Private,416745.0,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
18149,36.0,Private,180667.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60.0,United-States,>50K
18150,21.0,Private,72119.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
18151,41.0,State-gov,108945.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,14344,0,40.0,United-States,>50K
18152,49.0,Federal-gov,195949.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
18153,34.0,Private,101345.0,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40.0,United-States,>50K
18154,29.0,Private,439263.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35.0,Peru,<=50K
18155,63.0,Private,213095.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
18156,29.0,Federal-gov,59932.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18157,65.0,Private,172815.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
18158,26.0,Private,40915.0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,25.0,United-States,<=50K
18159,42.0,Private,139012.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,Taiwan,>50K
18160,44.0,Private,121781.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37.0,United-States,<=50K
18162,41.0,Self-emp-not-inc,147110.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25.0,United-States,<=50K
18163,22.0,Local-gov,237811.0,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35.0,Haiti,<=50K
18164,36.0,,128640.0,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,25.0,United-States,<=50K
18165,18.0,Private,111476.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
18166,33.0,Local-gov,289716.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
18167,46.0,Local-gov,141944.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38.0,United-States,>50K
18168,49.0,Private,323773.0,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,40.0,United-States,<=50K
18169,41.0,State-gov,176663.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
18170,52.0,Private,155233.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18171,40.0,Private,143327.0,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18172,53.0,Federal-gov,177212.0,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18173,45.0,Self-emp-not-inc,123088.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
18174,30.0,Local-gov,47085.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18175,56.0,Private,102106.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
18176,24.0,Private,235894.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18177,71.0,Self-emp-not-inc,172046.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
18178,20.0,Self-emp-not-inc,197207.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
18179,26.0,Private,152452.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50.0,United-States,<=50K
18181,36.0,,214896.0,9th,5,Divorced,,Unmarried,White,Female,0,0,40.0,Mexico,<=50K
18182,49.0,Private,116338.0,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,653,60.0,United-States,<=50K
18183,48.0,Private,276664.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50.0,United-States,>50K
18184,22.0,Private,59924.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
18185,30.0,Private,194141.0,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,40.0,United-States,<=50K
18186,51.0,Private,95128.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18187,46.0,Private,292504.0,Some-college,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18188,32.0,Self-emp-inc,45796.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,<=50K
18189,42.0,Private,119359.0,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40.0,South,>50K
18190,52.0,State-gov,104280.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50.0,United-States,<=50K
18191,57.0,Private,172291.0,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,40.0,United-States,<=50K
18192,35.0,Private,180988.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39.0,United-States,<=50K
18193,52.0,Private,110748.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
18195,36.0,Private,22494.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18196,33.0,Private,267859.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,Cuba,>50K
18197,67.0,Local-gov,256821.0,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,20.0,United-States,<=50K
18198,31.0,Self-emp-not-inc,117346.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48.0,United-States,<=50K
18199,31.0,Private,62374.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
18200,28.0,Private,314659.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42.0,United-States,<=50K
18201,72.0,,114761.0,7th-8th,4,Widowed,,Unmarried,White,Female,0,0,20.0,United-States,<=50K
18202,36.0,Private,93225.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18203,58.0,Self-emp-not-inc,165315.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35.0,United-States,>50K
18204,56.0,Private,124771.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
18205,35.0,Private,27408.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18206,37.0,Private,198841.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
18207,44.0,Private,271792.0,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18208,26.0,Private,64289.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40.0,United-States,<=50K
18209,51.0,Private,183390.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
18210,31.0,Private,240771.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,50.0,United-States,>50K
18211,30.0,Private,234919.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40.0,El-Salvador,<=50K
18212,20.0,Private,88231.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18213,21.0,Private,154422.0,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40.0,United-States,<=50K
18214,37.0,Private,119098.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
18215,53.0,State-gov,151580.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40.0,United-States,>50K
18216,54.0,Private,118793.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45.0,United-States,<=50K
18217,32.0,,30499.0,Bachelors,13,Divorced,,Unmarried,White,Female,0,0,32.0,United-States,<=50K
18219,30.0,Private,271710.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50.0,United-States,>50K
18220,43.0,State-gov,308498.0,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18221,48.0,Private,172695.0,Assoc-voc,11,Divorced,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
18222,42.0,Self-emp-not-inc,29962.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48.0,United-States,<=50K
18223,62.0,Private,200332.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
18224,31.0,Private,291702.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18225,22.0,Private,67234.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
18226,45.0,Private,168038.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32.0,United-States,<=50K
